Frame,Smoothness
0,11.042500742241728
1,3.9375665297350437
2,56.37414172293463
3,13.424409697065165
4,65.13940583354123
5,14.990500677701753
6,19.855498044931508
7,26.947499845319037
8,20.777802847420233
9,12.536591390391465
10,23.916348951388407
11,12.17938427206338
12,19.59777395161285
13,7.461974286441517
14,24.504466704490568
15,20.681572730563126
16,35.71587232068826
17,0.7739623317377351
18,62.16404264506249
19,26.7710816415262
20,26.482284037672628
21,37.64229978404866
22,52.82198632736404
23,6.3447795358422425
24,34.96727220663572
25,11.627227797454061
26,1.8675055712801267
27,12.780230699861015
28,17.849466933208802
29,23.33084341112187
30,3.6181791244542794
31,5.305450392849764
32,8.496698294571985
33,28.37111834239446
34,53.60495871085097
35,5.576653304180304
36,41.82729106278109
37,43.25751159783488
38,10.549299262758325
39,52.77812163318308
40,0.18957951728413036
41,1.7974824907525502
42,0.7249865918848073
43,53.33828338912697
44,2.2235174731821203
45,59.93592523267247
46,5.080964093935286
47,32.62749835756985
48,19.092244592622848
49,3.8005399757304232
50,15.88066296427511
51,6.712292970145967
52,17.04715082857615
53,7.8982794657619735
54,22.658667856040672
55,24.681848877088328
56,19.724336515433592
57,23.816174992550643
58,10.509052002426749
59,3.637762258321466
60,2.7782279749138965
61,6.226875060256532
62,15.866458302354388
63,14.574311471568535
64,8.72905027767581
65,14.905428000570524
66,22.41043435937152
67,11.29664705544711
68,52.71872806928521
69,14.325837476271126
70,23.58740140143994
71,28.188197372316814
72,7.256408202398134
73,25.736821330344526
74,6.019589629052163
75,6.101431964781696
76,18.6614501105538
77,0.7915150660874417
78,7.514030293708757
79,39.787078436654014
80,14.862449790810096
81,31.037639304285968
82,21.94940381174633
83,29.249683385981143
84,14.207896833984442
85,17.335976392040898
86,16.18190031755514
87,10.758018743063786
88,4.01964975661997
89,33.38297338007639
90,20.57039376199627
91,46.95836850074853
92,27.59772881866281
93,15.988436710808237
94,4.654854024680951
95,11.002310148257038
96,52.9775341471732
97,11.167051311329871
98,58.5438926654579
99,50.389108167252914
100,7.879923617654555
101,21.727808887895733
102,19.901881998147545
103,11.116728719913034
104,11.158549760658879
105,1.1102629468232479
106,7.8513943461316344
107,22.350060569258815
108,35.48219635703482
109,20.409086102713005
110,23.91613539011702
111,43.796849970723
112,38.62485899699951
113,36.79967200197116
114,38.91429731308976
115,6.296661590177045
116,0.8186432827354011
117,14.841930813775924
118,49.619773094393054
119,0.7220836452845205
120,18.95063032538141
121,10.609195910361649
122,28.678156776394395
123,41.656497826029735
124,13.468299301596637
125,19.43363309387852
126,27.898214841468608
127,8.000332418915534
128,12.26476556391809
129,0.9715364358605356
130,29.666032621843044
131,20.131132818328773
132,45.1240258891169
133,9.720361525571604
134,59.171876307040755
135,24.72050504803694
136,26.39145572646312
137,15.224910477258476
138,1.1315038765861516
139,1.3226840692057635
140,14.313202886136047
141,13.832914902584129
142,11.122867828151378
143,32.03716096177684
144,26.669842549926784
145,23.53818630745281
146,20.172020700581186
147,39.82400416118977
148,7.524396076726006
