Frame,Reps,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,Form Quality,Error_Hip_Depth,Error_Back_Straightness,Error_Knee_Caving
48,0,128.03770842987313,123.04055107076714,151.87993883896533,155.8508884261102,100,0,1,0
49,0,131.59375676609687,125.85432566509007,156.68862430066127,159.2466357910395,100,0,1,0
50,0,134.476917709208,127.23610337476052,160.92517515852882,160.88059591189216,100,0,1,0
51,0,139.69229102999887,129.22694152745675,171.13119192967733,162.06397068997748,100,0,1,0
52,0,142.79721266302036,130.54510622073923,173.9918062511401,161.6849203626033,100,0,1,0
53,0,141.15105056943185,132.01230722950942,167.7647534844406,161.753338975559,100,0,1,0
54,0,141.10569390471406,134.2211512648062,166.1116449766996,162.2896283719314,100,0,1,0
55,0,142.0873553197026,134.59474488271144,166.63082472833517,161.95181065784666,100,0,1,0
56,0,142.6661689468842,135.1407170942686,165.7667270276627,162.11067316703122,100,0,1,0
57,0,143.20632715409255,135.76235295911906,164.0688063576476,162.28107515668214,100,0,1,0
58,0,143.63180439255603,135.63255046562983,163.95883441475854,161.91195079887953,100,0,1,0
59,0,148.23873825718258,135.75356124685814,172.71797469111118,161.48832889263707,100,0,1,0
60,0,149.52441201019823,136.78915569499551,168.85708211149822,160.43884926158154,100,0,1,0
61,0,156.5681055515817,137.59388133647641,164.48031207237858,160.20846463054573,100,0,1,0
62,0,156.42678287396325,137.6006861582272,170.88200115435714,159.21741196521822,100,0,1,0
63,0,152.09481691276898,137.54782247376588,168.06100345210166,157.98866280260324,100,0,1,0
64,0,152.51875849636787,137.7060544278397,165.20273903500203,157.10696869805494,100,0,1,0
65,0,151.37927331206217,138.59056423932418,163.36631298687098,156.31623149163335,100,0,1,0
66,0,150.64130950099613,138.98218118840816,161.89792308081778,155.02697717925625,100,0,1,0
67,0,150.90908528423446,139.513117936778,162.34916202543528,154.6021518033117,100,0,1,0
68,0,150.0891186845491,140.38607575166856,159.2229956935476,154.370787115623,100,0,1,0
69,0,151.2609184841465,141.5195056486669,160.09126573582535,154.61348139836448,100,0,1,0
70,0,150.4512640357639,141.9381599582477,158.2301541313973,154.37802183481938,100,0,1,0
71,0,153.27079824495985,144.52633135875527,161.0908678183258,155.86126917292742,100,0,1,0
72,0,152.3665942158378,144.69692057139326,158.88926888099405,155.60105837327995,100,0,1,0
73,0,153.9571984965466,145.49895442229422,160.88954176535128,155.87020482019264,100,0,1,0
74,0,154.08732228793585,146.26860772320202,162.49553578836972,156.22498229675867,100,0,1,0
75,0,154.81377326063588,147.99186323573684,163.44620736452393,156.59713073717523,100,0,1,0
76,0,155.76871094306316,148.48924113085687,164.47509814493682,155.90722292174797,100,0,1,0
77,0,155.78939573138757,150.843520198312,161.52006399215094,157.95822873842292,100,0,1,0
78,0,156.77271154298293,154.42173864336743,160.80147944608657,161.6217621983191,100,0,1,0
79,0,158.2368919268997,156.90009007099113,161.2006925246037,162.6313805008943,100,0,1,0
80,0,160.8349045590907,158.5185035098431,163.0802596691165,163.04811600782142,100,0,0,0
81,0,168.32754070185553,162.90896686856212,171.84867568334082,165.36761413660537,100,0,0,0
82,0,171.54166242354802,166.18501938845256,175.01984582259732,168.67794406691883,100,0,0,0
83,0,174.9094543793126,170.25400425269788,176.32709872831583,170.9951866428133,100,0,0,0
84,0,177.60226032665375,171.27724000991685,177.44574562263392,169.762177458776,100,1,0,0
85,0,177.92864314230198,173.78627983478765,175.93114411657356,173.91506501054528,100,1,0,0
86,0,178.85010135152865,175.19388508914088,176.64367582782327,174.03691323391806,100,1,0,0
87,0,176.9632990773603,176.74964968592255,174.6690389537955,176.6282506474166,100,1,0,0
88,0,177.28550234190826,177.5909205971885,175.15803607465352,177.13573257002304,100,1,0,0
89,0,178.66765663446375,177.67308511317094,175.97527372853475,176.82759338503428,100,1,0,0
90,0,176.6672895000146,179.0253292503026,171.36936957145636,178.4494224312475,100,1,0,0
91,0,179.38998033626225,179.2253110042405,173.9892717265551,179.5322005567683,100,1,0,0
92,0,175.38786364033584,178.25404124497408,179.22657644659674,178.39790706823214,100,0,0,0
93,0,175.2796039285937,178.62703704475715,179.5677936645946,179.51697365794962,100,0,0,0
94,0,174.8338925598484,178.31211979621835,179.52867537539748,179.3335489140021,100,0,0,0
95,0,176.4155629118925,179.16097897434042,175.12371983385998,176.1108121496037,100,1,0,0
96,0,176.77704439050174,176.7541243458318,174.68131747183847,178.32882540198628,100,1,0,0
97,0,176.48484440675398,179.4386814288494,174.4587904772008,172.64721371369023,100,1,0,0
98,0,177.02646898614483,179.03299518889776,172.33405364487004,172.82345189572084,100,1,0,0
99,0,177.284871331054,177.9640765462693,171.42860277919505,173.124034946079,100,1,0,0
100,0,176.8209016418436,177.75890925719435,172.85964524388274,174.48661815682502,100,1,0,0
101,0,178.68010758635364,175.44277159122444,171.80150681565019,179.117018296144,100,1,0,0
102,0,178.46433692937526,175.2430799593679,173.15217147086778,179.56056461344235,100,1,0,0
103,0,177.6102323472332,174.9633651335388,174.45306058520646,179.5701524016419,100,1,0,0
104,0,177.29505098442036,174.8152135617483,174.61159974689554,179.50200933865526,100,1,0,0
