Frame,Smoothness
0,17.254197331284345
1,3.5300301149687243
2,13.652151882148189
3,5.430894994052409
4,17.35450116904363
5,6.055966813597678
6,47.352301315778135
7,6.617961059092693
8,59.0078333990803
9,10.064705427199726
10,62.808208343102706
11,5.416192192787854
12,29.535696507660106
13,3.9854796079493298
14,28.08008198778979
15,7.5208661993418175
16,63.63580146356813
17,5.433277348842225
18,40.70907904385714
19,15.666641402164984
20,9.115292443771608
21,13.624457052896467
22,0.9565945699118359
23,21.393483246437917
24,24.253841325513953
25,31.551597317968557
26,14.971745303623365
27,3.473777120548476
28,16.25257251412856
29,27.47947880770083
30,19.173027944300408
31,0.023100142236678778
32,16.557430640635296
33,27.35970972841192
34,2.604349552637842
35,20.21542665418194
36,27.607304310530623
37,16.189509452820808
38,36.74757535911535
39,29.6749765088311
40,18.99131124471632
41,7.294462952914699
42,30.70578427514797
43,2.219497332319179
44,30.736635723649208
45,13.362760865990275
46,22.45035994484821
47,8.405578584327813
48,34.054590894473385
49,60.348016325767155
50,4.945964531804691
51,15.874524253447412
52,13.083602205507894
53,3.4989607011493646
54,14.280833528793288
55,8.2722464807391
56,22.610779550851056
57,30.784498141634373
58,3.9425237471225074
59,0.7426371798328262
60,25.59541120310096
61,8.441936292044417
62,6.953626336945533
63,23.4709481860965
64,6.7140588332062805
65,25.9817296780018
66,26.131981858751715
67,18.97964155997125
68,29.395369004343507
69,0.8147654394210093
70,5.98966033727541
71,30.71699873530101
72,31.832155810269988
73,46.47062099066753
74,2.5813707550099423
75,37.4863997591793
76,21.240348404037256
77,29.677070013671084
78,1.9097346427773232
79,49.060809416766105
80,37.060933823745174
81,33.95372690670495
82,76.26682676385468
83,8.257238434142117
84,58.384541613269285
85,22.00278922007241
86,41.72401530521315
87,39.74000374009206
88,49.73935123533372
89,8.294386876679809
90,9.117348392611774
91,50.3780194977885
92,51.63303010612175
93,29.971177421761794
94,56.49815520926549
95,16.261013482041164
96,45.111918177150656
97,4.40729734208773
98,9.389205695805444
99,16.597429942435298
100,41.92563572595589
101,5.656485768675772
102,65.1460453922891
103,36.674465011766635
104,22.149479840616394
105,53.1264455063277
106,7.221036327160647
107,12.107642009668666
108,4.017654692461917
109,1.2064493449946667
110,42.00430947455292
111,31.21583893048919
112,15.947375792308002
113,7.048397198252665
114,24.21906985879744
115,54.17240324609864
116,15.854360320468956
117,28.473124978042264
118,24.469505168835482
119,25.971002256597096
120,15.880428777546037
121,20.848727235502864
122,0.5092424626904233
123,34.521307041536566
124,23.311269781083517
125,56.93968627934243
126,30.921493414795897
127,23.633381785581705
128,18.437922838867053
129,5.386849292784454
130,69.70730941208595
131,38.92168785206934
132,5.236034429918661
133,25.470849389431343
134,25.37884177380456
135,5.780800574414322
136,0.7006400594807403
137,10.424960059599968
138,7.723787436833064
139,34.32025459220029
140,16.778821508809905
141,33.900577047084916
142,24.79351974502577
143,47.24659504922001
144,3.615706362019985
145,21.19936684451981
146,3.5331308236280066
147,6.317400456750036
148,4.460782965577067
