Frame,Smoothness
0,26.6146916501039
1,22.717859878038304
2,27.13748531065594
3,59.83601364623023
4,1.617217987493511
5,46.23418574612803
6,31.407736386397296
7,22.02850587753875
8,25.946359061605037
9,67.49915274948403
10,18.078229263635777
11,16.803688654140288
12,14.20970852328324
13,9.402133341329588
14,38.39326454991788
15,50.07662994244722
16,18.182781860081803
17,16.50738025820725
18,8.154798615375434
19,44.69858864979184
20,5.33360304112324
21,9.745474793027753
22,1.1903232555231682
23,5.948039185856743
24,5.082274461142788
25,4.449304449972672
26,22.59666937069074
27,2.8829181456284516
28,10.686198117079392
29,6.39519535545638
30,9.051017377885458
31,18.445083966312616
32,14.68560386100657
33,28.671484915109616
34,29.462606081614304
35,39.581238757948576
36,11.895680002573904
37,69.17073357351629
38,10.791160435995273
39,40.88679847404635
40,21.327600032619742
41,16.080931748769082
42,0.34280771683084765
43,36.15862932513278
44,23.370761039844176
45,42.46489401003736
46,17.798986256032038
47,47.95684657518438
48,0.728115350026215
49,42.66720678515469
50,21.294968999171815
51,55.57700642273685
52,4.94388018432322
53,14.39427107243457
54,0.39354019257749684
55,2.7609349134253733
56,2.344609959359488
57,0.6447379805549929
58,25.288759731864047
59,18.39386898670388
60,17.02883245695078
61,15.914395712724733
62,24.85723587529393
63,35.39251671178859
64,18.119552956381312
65,21.771865353821298
66,34.93728377243119
67,37.43054096711116
68,5.208444743430206
69,8.028123557585218
70,24.210866692798753
71,15.45661172267291
72,33.063067972057404
73,6.085360992320666
74,26.476019607494067
75,1.0391237535128397
76,0.38358350598855395
77,15.539165309507226
78,16.143735323102128
79,18.863562348923317
80,19.85501702876269
81,3.973036410356471
82,3.1941423738802754
83,9.056092700220809
84,2.3964457923157525
85,26.953065877686477
86,7.025293854652091
87,38.10583612650181
88,29.420061653687995
89,24.227439785398886
90,17.774850410440465
91,29.53200098604389
92,0.7997522466540019
93,37.29450598663467
94,1.134642050469722
95,3.09996175909901
96,5.377825924305192
97,17.98822945155289
98,20.763129029725448
99,18.52290460713671
100,7.64307857462525
101,16.43059969120877
102,42.63588506841536
103,15.942248662232998
104,28.436443927642053
105,21.335883117641977
106,23.02286731888524
107,1.6407971179457874
108,8.097376548510383
109,11.174631817671141
110,32.76204701043627
111,6.1460993705918625
112,8.238693292715496
113,41.807985038648546
114,45.44297535480308
115,3.2609221083944107
116,4.051547748417242
117,2.8118585101060063
118,23.78281962629117
119,42.97653331460107
120,8.79306094548626
121,25.91900954676882
122,22.51676463822657
123,38.47397713142848
124,11.491085639818984
125,28.687168268122747
126,11.029552817952215
127,14.876149205548579
128,9.419066284841058
129,30.649702494171947
130,33.7285819294611
131,52.758990848068464
132,23.09438941319935
133,71.61684820676476
134,13.37524376331558
135,50.17091777938835
136,10.67027276007478
137,12.59420392433578
138,11.90956866592807
139,2.4848372710018367
140,5.168375948251622
141,12.48452609227008
142,14.0425327726889
143,23.908989253286293
144,28.048975568218907
145,14.412571187680719
146,25.717408735919257
147,9.462368011829994
148,0.06728447003447968
